ReleaseDate,Movie,ProductionBudget,DomesticGross,WorldwideGross
2014-05-30,A Million Ways to Die in The West,40000000,42720965,86778557
2011-08-12,Final Destination 5,40000000,42587643,155011165
2005-04-08,Fever Pitch,40000000,42071069,50071069
2007-12-25,Aliens vs. Predator - Requiem,40000000,41797066,128884494
2007-12-25,The Water Horse: Legend of the Deep,40000000,40412817,103429755
2014-07-18,Sex Tape,40000000,38543473,126069509
2011-04-15,Scream 4,40000000,38180928,95989590
1994-12-21,Ri¢hie Ri¢h,40000000,38087756,38087756
2000-08-11,Autumn in New York,40000000,37752931,90717684
2011-03-18,Paul,40000000,37412945,101162106
2012-12-19,The Guilt Trip,40000000,37134215,41294674
2011-08-26,Colombiana,40000000,36665854,72295262
1999-02-26,8MM,40000000,36443442,96398826
2000-02-18,Hanging Up,40000000,36037909,51867723
1991-03-01,The Doors,40000000,34416893,34416893
1999-08-20,Mickey Blue Eyes,40000000,33864342,53864342
2000-10-20,Pay it Forward,40000000,33508922,55696705
2011-04-08,Arthur,40000000,33035397,47787943
2008-03-21,Drillbit Taylor,40000000,32862104,49686263
2016-12-21,Patriots Day,40000000,31886361,52461361
2011-12-25,Extremely Loud and Incredibly Close,40000000,31847881,55247881
1994-07-01,The Shadow,40000000,31835600,31835600
2010-11-10,Morning Glory,40000000,31011732,59795070
2005-11-09,Get Rich or Die Tryin',40000000,30981850,46666955
2000-08-25,The Art of War,40000000,30199105,30199105
2013-12-25,Grudge Match,40000000,29807260,69807260
2000-08-11,Bless the Child,40000000,29374178,40435694
2005-11-23,Rent,40000000,29077547,31670620
1999-04-02,The Out-of-Towners,40000000,28544120,28544120
2017-08-11,The Nut Job 2: Nutty by Nature,40000000,28370522,57975035
1996-08-23,The Island of Dr. Moreau,40000000,27682712,27682712
2001-09-07,The Musketeer,40000000,27053815,27053815
2017-01-27,Resident Evil: The Final Chapter,40000000,26844692,307353906
2008-02-29,The Other Boleyn Girl,40000000,26814957,78269970
2017-06-30,The House,40000000,25584504,31192743
2001-02-16,Sweet November,40000000,25288103,65754228
2007-04-05,The Reaping,40000000,25126214,62226214
2011-01-07,Season of the Witch,40000000,24827228,91126600
1994-06-03,Renaissance Man,40000000,24172899,24172899
1998-05-15,Quest for Camelot,40000000,22772500,38172500
2002-09-06,City by the Sea,40000000,22433915,22433915
1999-01-15,At First Sight,40000000,22365133,22365133
2004-01-16,Torque,40000000,21176322,46176322
2009-11-13,Fantastic Mr. Fox,40000000,21002919,47085064
1995-09-22,Showgirls,40000000,20350754,37750754
1996-02-16,City Hall,40000000,20278055,20278055
2012-02-03,Big Miracle,40000000,20157300,25268680
2012-12-21,The Impossible,40000000,19019882,169590606
2012-03-09,A Thousand Words,40000000,18450127,20790486
2006-10-20,Marie Antoinette,40000000,15962471,60862471
2000-10-06,Get Carter,40000000,14967182,19417182
1995-04-21,Kiss of Death,40000000,14942422,14942422
2002-04-26,Life or Something Like It,40000000,14448589,14448589
1987-05-15,Ishtar,40000000,14375181,14375181
1992-02-28,Memoirs of an Invisible Man,40000000,14358033,14358033
2009-10-23,Amelia,40000000,14279575,19756077
2009-10-23,Cirque du Freak: The Vampire's Assistant,40000000,14046595,39753957
2004-05-07,New York Minute,40000000,14018364,21215882
1999-03-12,The Deep End of the Ocean,40000000,13508635,13508635
2004-11-05,Alfie,40000000,13395939,35195939
2002-08-30,FearDotCom,40000000,13208023,13208023
2008-11-07,Soul Men,40000000,12082391,12345883
2015-03-20,The Gunman,40000000,10664749,13644292
1999-08-20,Universal Soldier II: The Return,40000000,10447421,10717421
2009-09-25,Pandorum,40000000,10330853,17033431
2003-09-26,Duplex,40000000,9652000,10070651
2013-08-16,Paranoia,40000000,7388654,16340767
1980-08-01,Raise the Titanic,40000000,7e+06,7e+06
2015-07-10,Baahubali: The Beginning,40000000,6738000,26736665
2002-01-04,Impostor,40000000,6114237,7974607
2015-11-25,Victor Frankenstein,40000000,5775076,33175076
2002-11-27,Extreme Ops,40000000,4835968,12624471
2001-04-06,Just Visiting,40000000,4777007,16172200
2014-06-27,Snowpiercer,40000000,4563029,88069880
2007-07-20,Sunshine,40000000,3688560,32030610
1994-03-11,The Hudsucker Proxy,40000000,2816518,14938149
2016-11-11,Billy Lynn’s Long Halftime Walk,40000000,34093021,25863458
1986-07-01,Pirates,40000000,48737453,6341825
2008-12-12,Delgo,40000000,45661529,915840
2007-09-07,The Hunting Party,40000000,20219855,7729552
2006-10-13,Alex Rider: Operation Stormbreaker,40000000,69588038,20722450
2009-11-20,Red Cliff,40000000,168237881,119627047
2004-09-24,The Last Shot,40000000,34777239,463730
2010-04-02,The Warlords,40000000,36619752,38899792
2007-03-16,Nomad,40000000,19224205,79123
2009-08-14,The Time Traveler's Wife,39000000,63414846,102332135
1983-06-17,Superman III,39000000,59950623,59950623
2007-02-02,Because I Said So,39000000,42674040,69538833
2012-10-05,Frankenweenie,39000000,35287788,81150788
1996-03-29,Sgt. Bilko,39000000,30356589,37956589
2005-09-30,Serenity,39000000,25514517,40319440
2004-02-20,Against the Ropes,39000000,5881504,6429865
2013-08-23,Yi dai zong shi,38600000,6594959,57987299
2001-06-22,The Fast and the Furious,38000000,144512310,206512310
2002-09-27,Sweet Home Alabama,38000000,127214072,182365114
2009-07-24,The Ugly Truth,38000000,88915214,205298907
2002-08-07,Spy Kids 2: The Island of Lost Dreams,38000000,85846296,119721296
1994-11-18,Star Trek: Generations,38000000,75671262,1.2e+08
2017-06-02,Captain Underpants: The First Epic Movie,38000000,73921000,123261024
2015-04-17,Paul Blart: Mall Cop 2,38000000,71091594,107650646
1997-12-19,Mouse Hunt,38000000,61894591,61894591
2016-12-23,Why Him?,38000000,60323786,117523786
2011-04-22,Water for Elephants,38000000,58709717,116809717
2010-10-08,Life as We Know It,38000000,53374681,105887837
1999-12-29,The Hurricane,38000000,50699241,73956241
2013-09-06,Riddick,38000000,42025135,94763758
2001-03-23,Heartbreakers,38000000,40334024,57753825
2002-05-24,Enough,38000000,39177215,50970660
2016-01-22,The 5th Wave,38000000,34912982,111336398
2009-02-06,Push,38000000,31811527,44411527
2013-09-20,Rush,38000000,26947624,98230839
2001-05-18,Angel Eyes,38000000,24044532,29544532
2001-12-21,Joe Somebody,38000000,22770864,24515990
2000-03-10,The Ninth Gate,38000000,18653746,58394308
2017-10-20,Only the Brave,38000000,18340051,21578896
1996-09-27,Extreme Measures,38000000,17378193,17378193
2011-10-14,The Thing,38000000,16999934,27573078
2001-09-07,Rock Star,38000000,16991902,19317765
1996-02-02,White Squall,38000000,10229300,10229300
2008-10-10,City of Ember,38000000,7873007,17831558
1997-10-31,Switchback,38000000,6504442,6504442
2001-11-30,Texas Rangers,38000000,38515406,623374
2012-05-18,What to Expect When You're Expecting,37500000,41152203,88473016
2012-09-14,The Master,37500000,16247159,58792011
2008-10-10,The Express,37500000,9793406,9813309
2008-11-21,Twilight,37000000,192769854,402280159
2013-08-07,We're the Millers,37000000,150394119,267816276
2015-11-25,Creed,37000000,109767581,173567581
2010-09-17,The Town,37000000,92186262,152566881
2011-09-23,Dolphin Tale,37000000,72286779,96068724
2008-09-12,Burn After Reading,37000000,60355347,168167798
2004-04-23,13 Going On 30,37000000,57139723,97658712
2008-04-04,Nim's Island,37000000,48006762,101857425
2016-02-12,How to be Single,37000000,46843513,99595932
2010-02-26,Cop Out,37000000,44875481,55909910
2011-01-28,The Rite,37000000,33047633,97143987
2008-07-18,Space Chimps,37000000,30105968,67029956
1999-12-17,Magnolia,37000000,22450975,48446802
2015-05-29,Aloha,37000000,21052030,24935799
2011-02-11,Gnomeo and Juliet,36000000,99967670,193737977
2002-02-15,John Q,36000000,71026631,102226631
1999-09-17,Blue Streak,36000000,68208190,117448157
1983-10-07,Never Say Never Again,36000000,55500000,1.6e+08
2010-03-26,Hot Tub Time Machine,36000000,50269859,65967750
1997-05-02,Breakdown,36000000,50159144,50159144
2014-09-12,Dolphin Tale 2,36000000,42024533,57824533
2016-12-16,Collateral Beauty,36000000,31016021,85315070
2003-04-04,A Man Apart,36000000,26500000,43797731
2000-02-25,Reindeer Games,36000000,23360779,23360779
1999-12-24,Snow Falling on Cedars,36000000,14378353,14378353
1996-12-20,Ghosts of Mississippi,36000000,13052741,13052741
1997-10-24,Gattaca,36000000,12532777,12532777
2000-01-28,Isn't She Great,36000000,2954405,2954405
2016-01-22,Yip Man 3,36000000,2679437,156835197
2011-05-06,There Be Dragons,36000000,49070468,4020990
2003-03-28,Head of State,35200000,37788228,38283765
2017-09-08,It,35000000,327481748,697459228
2009-06-05,The Hangover,35000000,277322503,465764086
2009-11-20,The Blind Side,35000000,255959475,305705794
1989-06-23,Batman,35000000,251188924,411348924
1999-06-10,Austin Powers: The Spy Who Shagged Me,35000000,206040085,312383487
2010-12-22,True Grit,35000000,171243005,252276928
1992-05-15,Lethal Weapon 3,35000000,144731527,319700000
1998-09-18,Rush Hour,35000000,141186864,245300000
2013-02-08,Identity Thief,35000000,134506920,175361578
2006-06-30,The Devil Wears Prada,35000000,124740460,326073155
2011-07-08,Horrible Bosses,35000000,117538559,212417601
2001-03-30,Spy Kids,35000000,112692062,197692062
2015-07-17,Trainwreck,35000000,110212700,141123897
2013-12-13,Saving Mr. Banks,35000000,83299761,114962525
1979-12-07,Star Trek: The Motion Picture,35000000,82258456,1.39e+08
2008-03-28,21,35000000,81159365,159846429
2008-05-09,What Happens in Vegas...,35000000,80277646,218535708
1991-11-15,Cape Fear,35000000,79091969,182291969
1996-11-15,The English Patient,35000000,78716374,231710008
2009-01-16,Hotel for Dogs,35000000,73178547,122357172
2005-03-25,Guess Who,35000000,68915888,102115888
2012-12-21,This is 40,35000000,67544505,90221182
1997-09-19,L.A. Confidential,35000000,64604977,126204977
2005-07-29,Sky High,35000000,63939454,83109359
1997-09-19,In & Out,35000000,63826569,83226569
2010-04-30,A Nightmare on Elm Street,35000000,63075011,117729621
2000-08-18,The Cell,35000000,61280963,85911226
1995-07-07,Species,35000000,60054449,113354449
2006-04-07,The Benchwarmers,35000000,59843754,65063726
2010-10-08,Secretariat,35000000,59699513,60376247
1998-03-13,The Man in the Iron Mask,35000000,56968169,56968169
2011-07-22,Friends with Benefits,35000000,55802754,146595891
2016-05-20,Neighbors 2: Sorority Rising,35000000,55340730,108758521
2007-03-23,TMNT,35000000,54149098,96096018
2003-10-24,Radio,35000000,52333738,53293628
2009-11-25,Old Dogs,35000000,49492060,95104304
1992-11-18,Malcolm X,35000000,48169910,48169910
2015-05-22,Poltergeist,35000000,47425125,95825125
2009-01-23,Underworld 3: Rise of the Lycans,35000000,45802315,89102315
2005-07-29,Must Love Dogs,35000000,43894863,58405313
2007-07-03,License to Wed,35000000,43799818,70187088
1997-02-28,Donnie Brasco,35000000,41954997,65303052
2008-10-17,Max Payne,35000000,40689393,85763888
2002-03-15,Resident Evil,35000000,40119709,103787401
2004-03-26,The Ladykillers,35000000,39692139,77392139
2011-05-06,Something Borrowed,35000000,39046489,65084116
2006-12-01,The Nativity Story,35000000,37629831,46309644
2011-10-28,In Time,35000000,37553932,165103952
2010-04-23,The Back-up Plan,35000000,37490007,75281179
2011-11-09,J. Edgar,35000000,37306030,84606030
2000-11-17,Bounce,35000000,36805288,53425292
2015-05-08,Hot Pursuit,35000000,34580201,45680201
2015-12-25,Concussion,35000000,34531832,50363790
2017-10-13,The Foreigner,35000000,34393507,140783646
2004-12-03,Closer,35000000,33987757,116177695
1994-12-23,Street Fighter,35000000,33423000,99423000
2001-11-21,Black Knight,35000000,33422806,33422806
2005-07-22,The Bad News Bears,35000000,32868349,33500620
2002-12-27,The Pianist,35000000,32519322,111854182
2005-05-06,House of Wax,35000000,32064800,70064800
2001-10-19,From Hell,35000000,31598308,68712365
2008-08-15,Mirrors,35000000,30691439,77220596
2002-02-22,Queen of the Damned,35000000,30307804,30307804
2010-08-20,Nanny McPhee and the Big Bang,35000000,29197642,97799865
2008-01-25,Untraceable,35000000,28687835,52649951
1990-11-21,Predator 2,35000000,28317513,54768418
2011-09-23,Abduction,35000000,28087155,86648359
1980-12-05,Flash Gordon,35000000,27107960,27107960
2008-03-28,Superhero Movie,35000000,26638520,73026302
1999-02-12,Blast from the Past,35000000,26613620,26613620
2012-10-19,Alex Cross,35000000,25888412,35426759
2004-03-26,Jersey Girl,35000000,25266129,37066129
1997-11-21,Midnight in the Garden of Good and Evil,35000000,25078937,25078937
2016-09-16,Bridget Jones’s Baby,35000000,24139805,203555567
2001-11-09,Heist,35000000,23483357,28906817
1992-12-25,Hoffa,35000000,23365858,28391473
2016-03-04,Whiskey Tango Foxtrot,35000000,23083334,24915969
2004-04-09,Ella Enchanted,35000000,22913677,22913677
2015-08-21,Hitman: Agent 47,35000000,22467450,81967450
2008-07-25,The X-Files: I Want to Believe,35000000,20982478,68170792
2012-08-24,Premium Rush,35000000,20275446,31393201
2013-01-18,Broken City,35000000,19701164,34480045
2005-08-19,Valiant,35000000,19478106,64188387
2000-02-23,Wonder Boys,35000000,19389454,33422485
2005-02-25,Cursed,35000000,19294901,25114901
2007-12-21,Walk Hard: The Dewey Cox Story,35000000,18317151,20606053
2002-09-20,The Four Feathers,35000000,18306166,29882645
2010-04-30,Furry Vengeance,35000000,17630465,39340177
2013-01-25,Parker,35000000,17616641,48543388
2004-09-17,Wimbledon,35000000,16862585,41666476
2000-09-15,Bait,35000000,15325127,15471969
2000-12-08,Dungeons and Dragons,35000000,15185241,33771965
2007-11-09,Lions for Lambs,35000000,14998070,63211088
1991-01-18,Flight of the Intruder,35000000,14471440,14471440
2011-05-27,The Tree of Life,35000000,13305665,61721826
2001-08-17,American Outlaws,35000000,13264986,13601109
2006-08-11,Zoom,35000000,11989328,12506188
2001-12-25,The Shipping News,35000000,11405825,24405825
2009-12-18,The Young Victoria,35000000,11001272,31878891
2014-03-28,Sabotage,35000000,10508518,18376443
1998-09-04,Knock Off,35000000,10319915,10319915
2009-09-11,Whiteout,35000000,10275638,12254746
2015-03-06,Unfinished Business,35000000,10219501,12819501
2015-09-30,The Walk,35000000,10161183,61197045
2006-11-22,The Fountain,35000000,10144010,15461638
2013-11-29,Mandela: Long Walk to Freedom,35000000,8323085,29890402
2008-12-05,Punisher: War Zone,35000000,8050977,10157534
2003-09-05,The Order,35000000,7659747,11559747
2006-11-10,A Good Year,35000000,7459300,42064105
2016-03-11,The Brothers Grimsby,35000000,6864016,28721408
2017-10-20,The Snowman,35000000,6670765,43232849
2002-11-06,Femme Fatale,35000000,6630252,16830252
1997-05-02,Warriors of Virtue,35000000,6448817,6448817
2003-09-26,Luther,35000000,5781086,32736879
2011-01-28,Biutiful,35000000,5101237,24687524
1992-02-21,Radio Flyer,35000000,4651977,4651977
1993-04-16,Bound by Honor,35000000,4496583,4496583
2016-04-22,A Hologram for the King,35000000,4212494,11848058
1997-02-28,Smilla's Sense of Snow,35000000,2221994,2221994
1986-10-03,Playing for Keeps,35000000,2e+06,2e+06
1980-01-01,Lion of the Desert,35000000,30783193,1500000
1996-04-19,Le hussard sur le toit,35000000,11821811,1320043
1999-11-24,Ride With the Devil,35000000,14690810,630779
2012-09-14,Stolen,35000000,33351257,17967746
2011-10-14,Trespass,35000000,20528240,786532
2011-12-25,The Darkest Hour,34800000,21443494,62831715
2017-06-28,Baby Driver,34000000,107825862,228104185
2014-09-19,The Maze Runner,34000000,102427862,348319861
2015-04-10,The Longest Ride,34000000,37446117,63802928
1993-09-17,The Age of Innocence,34000000,32014993,32014993
2009-08-14,Gake no ue no Ponyo,34000000,15090399,205312666
1999-09-01,Chill Factor,34000000,11263966,11263966
1999-08-27,The Astronaut's Wife,34000000,10672566,10672566
2000-05-05,I Dreamed of Africa,34000000,6543194,14291999
2014-09-05,Thunder and the House of Magic,34000000,16288427,10392666
1981-12-04,Reds,33500000,5e+07,5e+07
1992-12-11,A Few Good Men,33000000,141340178,236500000
2000-06-02,Big Momma's House,33000000,117559438,173559438
2001-03-16,Exit Wounds,33000000,51758599,79958599
2016-07-08,Mike and Dave Need Wedding Dates,33000000,46009673,75909673
2012-07-27,Step Up Revolution,33000000,35074677,165552290
2006-08-18,Snakes on a Plane,33000000,34020814,62020814
2004-04-16,The Punisher,33000000,33664370,54533774
2000-09-08,The Watcher,33000000,28946615,47267829
2012-04-27,Safe,33000000,17142080,41495213
2008-03-14,Doomsday,33000000,11008770,21621188
1999-04-23,Pushing Tin,33000000,8408835,8408835
2006-05-12,Goal! The Dream Begins,33000000,4283255,27610873
2015-07-31,The Young and Prodigious T.S. Spivet,33000000,27178663,357687
2015-10-30,Freaks of Nature,33000000,57372624,70958
1983-05-25,Star Wars Ep. VI: Return of the Jedi,32500000,309205079,572705079
2011-05-13,Bridesmaids,32500000,169211718,289632023
2008-12-10,The Reader,32500000,34194407,112964875
2013-04-26,The Big Wedding,32500000,21819348,48425971
2012-02-24,Wanderlust,32500000,17288155,24159934
2003-11-07,Elf,32000000,173398518,220236410
1996-07-05,Phenomenon,32000000,104636382,152036382
2013-06-12,This is the End,32000000,101470202,126539117
2002-01-18,Snow Dogs,32000000,81150692,116898028
2006-06-16,Nacho Libre,32000000,80197993,99296462
1988-11-23,Scrooged,32000000,59450353,59450353
2010-08-27,Takers,32000000,57744720,70587268
2011-04-01,Source Code,32000000,54712227,140428499
1999-09-10,Stigmata,32000000,50041732,89441732
2000-11-10,Men of Honor,32000000,48814909,82339483
2005-09-02,The Transporter 2,32000000,43095856,88978458
2011-02-18,Big Mommas: Like Father Like Son,32000000,37915414,82332450
1993-01-15,Alive,32000000,36299670,36299670
